FISHERY,BOATNUM,DATE_FISHED,DURATION,TROLL_LINE,POLE,LATITUDE,LONGITUDE,SPECIES,FISH_RETAINED,FISH_DISCARDED
LTL-ALB-NP,1213437,13-SEP-16,14,20,,44.31667,-125.93333,ALB,231,30
LTL-ALB-NP,1213437,14-SEP-16,14,20,,44.05,-125.68333,ALB,102,23
LTL-ALB-NP,1213437,15-SEP-16,13,20,,43.95,-126.06667,ALB,17,30
LTL-ALB-NP,1213437,16-SEP-16,13,20,,43.93333,-126.26667,ALB,90,22
LTL-ALB-NP,1213437,17-SEP-16,13,20,,44.15,-126.33333,ALB,11,3
LTL-ALB-NP,1213437,18-SEP-16,13,20,,46.7,-126.01667,ALB,1,13
LTL-ALB-NP,1213437,22-SEP-16,13,20,,46.86667,-126.58333,ALB,22,0
LTL-ALB-NP,1213437,23-SEP-16,13,20,,45.38333,-126.03333,ALB,13,6
LTL-ALB-NP,1213437,24-SEP-16,13,20,,45.43333,-125.78333,ALB,94,4
LTL-ALB-NP,1213437,25-SEP-16,13,20,,45.46667,-125.58333,ALB,94,3
LTL-ALB-NP,1213437,26-SEP-16,13,20,,45.56667,-125.81667,ALB,26,0
LTL-ALB-NP,1213437,27-SEP-16,13,20,,45.56667,-125.98333,ALB,18,0
LTL-ALB-NP,1213437,28-SEP-16,13,20,,45.51667,-125.9,ALB,36,15
LTL-ALB-NP,1213437,29-SEP-16,13,20,,45.6,-125.91667,ALB,79,15
LTL-ALB-NP,1213437,30-SEP-16,13,20,,45.6,-125.88333,ALB,132,5
LTL-ALB-NP,1213437,01-OCT-16,13,20,,45.35,-126.05,ALB,28,4
LTL-ALB-NP,1213437,02-OCT-16,13,20,,45.48333,-126.23333,ALB,211,102
LTL-ALB-NP,1213437,03-OCT-16,13,20,,45.6,-125.93333,ALB,16,6
LTL-ALB-NP,1213437,04-OCT-16,12,20,,45.45,-125.86667,ALB,44,5
LTL-ALB-NP,1213437,05-OCT-16,12,20,,46.05,-125.53333,ALB,8,0
LTL-ALB-NP,1213437,15-JUN-17,17,20,,44.4,-125.7,ALB,36,0
LTL-ALB-NP,1213437,16-JUN-17,17,20,,44.4,-126.06667,ALB,4,0
LTL-ALB-NP,1213437,17-JUN-17,17,20,,43.35,-127.03333,ALB,12,0
LTL-ALB-NP,1213437,18-JUN-17,17,20,,42.6,-128.45,ALB,11,0
LTL-ALB-NP,1213437,19-JUN-17,17,20,,44,-127.93333,ALB,6,0
LTL-ALB-NP,1213437,20-JUN-17,17,20,,44.58333,-125.83333,ALB,27,0
LTL-ALB-NP,1213437,21-JUN-17,17,20,,45.06667,-125.98333,ALB,101,0
LTL-ALB-NP,1213437,22-JUN-17,17,20,,45.36667,-126.21667,ALB,113,
LTL-ALB-NP,1213437,23-JUN-17,17,20,,45.41667,-126.23333,ALB,204,
LTL-ALB-NP,1213437,24-JUN-17,17,20,,44.96667,-126.63333,ALB,61,
LTL-ALB-NP,1213437,25-JUN-17,17,20,,42.8,-127.58333,ALB,25,
LTL-ALB-NP,1213437,26-JUN-17,17,20,,40.33333,-127.78333,ALB,15,
LTL-ALB-NP,1213437,27-JUN-17,17,20,,39.08333,-127.53333,ALB,36,
LTL-ALB-NP,1213437,28-JUN-17,17,20,,40.9,-127.01667,ALB,9,
LTL-ALB-NP,1213437,29-JUN-17,17,20,,42.7,-126.25,ALB,50,0
LTL-ALB-NP,1213437,30-JUN-17,17,20,,43.78333,-126.08333,ALB,118,0
LTL-ALB-NP,1213437,01-JUL-17,17,20,,43.46667,-126.05,ALB,43,0
LTL-ALB-NP,1213437,02-JUL-17,17,20,,43.7,-126.28333,ALB,150,0
LTL-ALB-NP,1213437,03-JUL-17,17,20,,44.43333,-126.7,ALB,72,0
LTL-ALB-NP,1213437,04-JUL-17,17,20,,44.56667,-126.96667,ALB,124,0
LTL-ALB-NP,1213437,05-JUL-17,17,20,,44.7,-127.43333,ALB,109,0
LTL-ALB-NP,1213437,06-JUL-17,17,20,,44.73333,-126.81667,ALB,72,0
LTL-ALB-NP,1213437,07-JUL-17,17,20,,44.61667,-125.88333,ALB,34,0
LTL-ALB-NP,1213437,08-JUL-17,17,20,,45,-125.93333,ALB,72,0
LTL-ALB-NP,1213437,09-JUL-17,17,20,,45.58333,-126.03333,ALB,78,0
LTL-ALB-NP,1213437,10-JUL-17,17,20,,45.15,-125.91667,ALB,26,0
LTL-ALB-NP,1213437,11-JUL-17,17,20,,44.73333,-125.78333,ALB,67,0
LTL-ALB-NP,1213437,12-JUL-17,17,20,,44.4,-126.83333,ALB,14,0
LTL-ALB-NP,1213437,13-JUL-17,17,20,,44.2,-126.86667,ALB,97,0
LTL-ALB-NP,1213437,14-JUL-17,17,20,,44.08333,-126.76667,ALB,73,0
LTL-ALB-NP,1213437,15-JUL-17,17,20,,44.56667,-126.7,ALB,22,0
LTL-ALB-NP,1213437,16-JUL-17,17,20,,46.05,-125.53333,ALB,56,0
LTL-ALB-NP,1213437,17-JUL-17,17,20,,,,,,
LTL-ALB-NP,1213437,18-JUL-17,17,20,,46.03333,-125.16667,ALB,86,0
LTL-ALB-NP,1213437,19-JUL-17,17,20,,45.8,-126.03333,ALB,29,0
LTL-ALB-NP,1213437,20-JUL-17,17,20,,45.8,-125.81667,ALB,86,
LTL-ALB-NP,1213437,21-JUL-17,17,20,,45,-126.83333,ALB,14,
LTL-ALB-NP,1213437,22-JUL-17,17,20,,43.03333,-128.1,ALB,22,
LTL-ALB-NP,1213437,23-JUL-17,17,20,,43.01667,-131.5,ALB,0,
LTL-ALB-NP,1213437,24-JUL-17,17,20,,41.83333,-134.83333,ALB,5,
LTL-ALB-NP,1213437,25-JUL-17,17,20,,41.85,-138.15,ALB,8,
LTL-ALB-NP,1213437,26-JUL-17,17,20,,41.83333,-141.5,ALB,0,
LTL-ALB-NP,1213437,27-JUL-17,16,20,,42.5,-147.6,ALB,0,
LTL-ALB-NP,1213437,28-JUL-17,16,20,,43.03333,-150.8,ALB,0,
LTL-ALB-NP,1213437,29-JUL-17,16,20,,43.25,-152.23333,ALB,123,0
LTL-ALB-NP,1213437,30-JUL-17,16,20,,43.23333,-152.18333,ALB,131,0
LTL-ALB-NP,1213437,31-JUL-17,16,20,,43.16667,-152.06667,ALB,12,0
LTL-ALB-NP,1213437,01-AUG-17,16,20,,43.13333,-151.76667,ALB,173,0
LTL-ALB-NP,1213437,02-AUG-17,16,20,,43.23333,-152.2,ALB,104,0
LTL-ALB-NP,1213437,03-AUG-17,16,20,,43.08333,-152.03333,ALB,131,0
LTL-ALB-NP,1213437,04-AUG-17,16,20,,43.23333,-151.58333,ALB,49,0
LTL-ALB-NP,1213437,05-AUG-17,16,20,,43.31667,-152.61667,ALB,82,0
LTL-ALB-NP,1213437,06-AUG-17,16,20,,43.35,-155.75,ALB,0,0
LTL-ALB-NP,1213437,07-AUG-17,16,20,,43.3,-159,ALB,0,0
LTL-ALB-NP,1213437,08-AUG-17,16,20,,43.18333,-161.83333,ALB,81,3
LTL-ALB-NP,1213437,09-AUG-17,16,20,,43.11667,-161.98333,ALB,192,3
LTL-ALB-NP,1213437,10-AUG-17,16,20,,43.16667,-161.98333,ALB,65,0
LTL-ALB-NP,1213437,11-AUG-17,16,20,,43.21667,-160.81667,ALB,37,0
LTL-ALB-NP,1213437,12-AUG-17,16,20,,43.25,-159.86667,ALB,64,3
LTL-ALB-NP,1213437,13-AUG-17,16,20,,43.61667,-156.06667,ALB,5,0
LTL-ALB-NP,1213437,14-AUG-17,16,20,,43.81667,-152.13333,ALB,1,0
LTL-ALB-NP,1213437,15-AUG-17,16,20,,43.91667,-148.21667,ALB,0,0
LTL-ALB-NP,1213437,16-AUG-17,16,20,,44.65,-144.51667,ALB,0,0
LTL-ALB-NP,1213437,17-AUG-17,16,20,,45.41667,-140.56667,ALB,0,0
LTL-ALB-NP,1213437,18-AUG-17,16,20,,46.18333,-136.68333,ALB,2,0
LTL-ALB-NP,1213437,19-AUG-17,16,20,,46.93333,-132.73333,ALB,20,0
LTL-ALB-NP,1213437,20-AUG-17,16,20,,47.7,-128.66667,ALB,3,0
LTL-ALB-NP,1213437,03-SEP-17,15,20,,47,-126.01667,ALB,6,0
LTL-ALB-NP,1213437,04-SEP-17,15,20,,45.8,-127.68333,ALB,97,0
LTL-ALB-NP,1213437,05-SEP-17,15,20,,45.93333,-127.46667,ALB,165,0
LTL-ALB-NP,1213437,06-SEP-17,15,20,,45.91667,-127.68333,ALB,85,0
LTL-ALB-NP,1213437,07-SEP-17,15,20,,46.98333,-126.96667,ALB,2,0
LTL-ALB-NP,1213437,09-SEP-17,15,20,,46.36667,-126.46667,ALB,0,0
LTL-ALB-NP,1213437,10-SEP-17,15,20,,45.81667,-126.96667,ALB,168,0
LTL-ALB-NP,1213437,11-SEP-17,15,20,,45.93333,-127.03333,ALB,57,0
LTL-ALB-NP,1213437,12-SEP-17,15,20,,46.23333,-126.6,ALB,6,0
LTL-ALB-NP,1213437,13-SEP-17,14,20,,45.9,-126.81667,ALB,0,0
LTL-ALB-NP,1213437,14-SEP-17,14,20,,46.26667,-125.36667,ALB,32,0
LTL-ALB-NP,1213437,15-SEP-17,14,20,,46.11667,-125.38333,ALB,44,0
LTL-ALB-NP,1213437,16-SEP-17,14,20,,46.13333,-125.58333,ALB,16,0
LTL-ALB-NP,1213437,17-SEP-17,14,20,,47.28333,-128.43333,ALB,0,0
LTL-ALB-NP,1213437,18-SEP-17,14,20,,47.91667,-130.05,ALB,50,0
LTL-ALB-NP,1213437,19-SEP-17,14,20,,48.15,-130.25,ALB,50,0
LTL-ALB-NP,1213437,20-SEP-17,14,20,,48.03333,-131.16667,ALB,32,0
LTL-ALB-NP,1213437,21-SEP-17,14,20,,48.15,-134.23333,ALB,31,0
LTL-ALB-NP,1213437,22-SEP-17,14,20,,48.36667,-137.96667,ALB,18,0
LTL-ALB-NP,1213437,23-SEP-17,14,20,,48.71667,-141.2,ALB,14,0
LTL-ALB-NP,1213437,24-SEP-17,14,20,,49.31667,-143.46667,ALB,106,0
LTL-ALB-NP,1213437,25-SEP-17,14,20,,49.41667,-143.58333,ALB,65,0
LTL-ALB-NP,1213437,26-SEP-17,14,20,,49.38333,-143.53333,ALB,134,0
LTL-ALB-NP,1213437,27-SEP-17,13,20,,49.31667,-143.36667,ALB,100,0
LTL-ALB-NP,1213437,28-SEP-17,13,20,,49.4,-143.35,ALB,132,0
LTL-ALB-NP,1213437,29-SEP-17,13,20,,49,-143.95,ALB,60,0
LTL-ALB-NP,1213437,30-SEP-17,13,20,,49.01667,-143.48333,ALB,283,0
LTL-ALB-NP,1213437,01-OCT-17,13,20,,48.9,-143.83333,ALB,15,0
LTL-ALB-NP,1213437,02-OCT-17,13,20,,48.93333,-143.73333,ALB,53,0
LTL-ALB-NP,1213437,03-OCT-17,13,20,,49.23333,-143.51667,ALB,101,0
LTL-ALB-NP,1213437,04-OCT-17,13,20,,49.1,-143.45,ALB,217,0
LTL-ALB-NP,1213437,05-OCT-17,13,20,,49.1,-143.45,ALB,51,0
LTL-ALB-NP,1213437,06-OCT-17,13,20,,49.1,-142.53333,ALB,16,0
LTL-ALB-NP,1213437,07-OCT-17,13,20,,49.08333,-140.25,ALB,61,
LTL-ALB-NP,1213437,08-OCT-17,13,20,,49,-140.11667,ALB,37,
LTL-ALB-NP,1213437,09-OCT-17,13,20,,48.9,-139.88333,ALB,39,
LTL-ALB-NP,1213437,10-OCT-17,13,20,,48.4,-137.01667,ALB,7,
LTL-ALB-NP,1213437,11-OCT-17,13,20,,48.26667,-133.08333,ALB,2,
LTL-ALB-NP,614750,03-JUL-15,7,20,,44.75,-124.83333,ALB,28,
LTL-ALB-NP,614750,04-JUL-15,17,20,,45.13333,-125.1,ALB,258,
LTL-ALB-NP,614750,05-JUL-15,17,20,,45.33333,-125.11667,ALB,418,
LTL-ALB-NP,614750,06-JUL-15,17,20,,45.86667,-125.61667,ALB,322,
LTL-ALB-NP,614750,07-JUL-15,17,20,,45.85,-125.66667,ALB,300,
LTL-ALB-NP,614750,08-JUL-15,16,20,,45.48333,-125.28333,ALB,132,
LTL-ALB-NP,614750,09-JUL-15,17,20,,45.15,-125.1,ALB,170,
LTL-ALB-NP,614750,10-JUL-15,16,20,,45.31667,-125.06667,ALB,372,
LTL-ALB-NP,614750,11-JUL-15,17,20,,45.7,-125.5,ALB,492,
LTL-ALB-NP,614750,12-JUL-15,17,20,,45.78333,-125.53333,ALB,354,
LTL-ALB-NP,614750,13-JUL-15,15,20,,45.83333,-125.56667,ALB,544,
LTL-ALB-NP,614750,24-JUL-15,2,20,,44.9,-124.65,ALB,8,
LTL-ALB-NP,614750,25-JUL-15,17,20,,45.13333,-124.98333,ALB,320,2
LTL-ALB-NP,614750,26-JUL-15,17,20,,45.56667,-125.28333,ALB,270,4
LTL-ALB-NP,614750,27-JUL-15,17,20,,45.78333,-125.4,ALB,444,6
LTL-ALB-NP,614750,28-JUL-15,14,20,,45.98333,-125.63333,ALB,474,5
LTL-ALB-NP,614750,29-JUL-15,15,20,,46.08333,-125.55,ALB,320,
LTL-ALB-NP,614750,08-AUG-15,9,20,,45.13333,-124.76667,ALB,56,
LTL-ALB-NP,614750,15-AUG-15,7,20,,45,-124.65,ALB,72,
LTL-ALB-NP,614750,16-AUG-15,8,20,,45.26667,-124.88333,ALB,84,
LTL-ALB-NP,614750,24-AUG-15,14,20,,45.1,-124.73333,ALB,82,1
LTL-ALB-NP,614750,25-AUG-15,15,20,,46.06667,-125.98333,ALB,78,
LTL-ALB-NP,614750,26-AUG-15,15,20,,45.98333,-125.95,ALB,144,
LTL-ALB-NP,614750,27-AUG-15,14,20,,46.55,-125.96667,ALB,230,
LTL-ALB-NP,614750,28-AUG-15,2,20,,45.03333,-124.56667,ALB,0,
LTL-ALB-NP,614750,03-SEP-15,14,20,,45.45,-125,ALB,174,
LTL-ALB-NP,614750,04-SEP-15,15,20,,46.46667,-126.08333,ALB,176,
LTL-ALB-NP,614750,05-SEP-15,14,20,,46.38333,-125.78333,ALB,350,
LTL-ALB-NP,614750,06-SEP-15,14,20,,46.63333,-125.61667,ALB,36,
LTL-ALB-NP,614750,07-SEP-15,14,20,,45.88333,-125.6,ALB,32,
LTL-ALB-NP,614750,08-SEP-15,14,20,,46.05,-125.18333,ALB,20,
LTL-ALB-NP,614750,09-SEP-15,14,20,,46.73333,-125.33333,ALB,40,
LTL-ALB-NP,614750,15-JUN-16,17,20,,43.78333,-125.58333,ALB,300,
LTL-ALB-NP,614750,16-JUN-16,17,20,,43.65,-125.5,ALB,156,
LTL-ALB-NP,614750,17-JUN-16,16,20,,43.73333,-125.48333,ALB,48,
LTL-ALB-NP,614750,18-JUN-16,15,20,,43.66667,-125.25,ALB,49,
LTL-ALB-NP,614750,19-JUN-16,16,20,,44.51667,-125.21667,ALB,111,
LTL-ALB-NP,614750,20-JUN-16,17,20,,44.78333,-125.5,ALB,187,
LTL-ALB-NP,614750,21-JUN-16,16,20,,45.2,-126,ALB,182,
LTL-ALB-NP,614750,22-JUN-16,17,20,,45.46667,-125.83333,ALB,65,
LTL-ALB-NP,614750,23-JUN-16,17,20,,44.96667,-125.96667,ALB,157,
LTL-ALB-NP,614750,24-JUN-16,13,20,,44.96667,-125.98333,ALB,93,20
LTL-ALB-NP,614750,10-JUL-16,5,20,,44.93333,-124.53333,ALB,114,
LTL-ALB-NP,614750,11-JUL-16,17,20,,45.1,-124.51667,ALB,235,
LTL-ALB-NP,614750,12-JUL-16,17,20,,45.08333,-124.48333,ALB,35,
LTL-ALB-NP,614750,13-JUL-16,17,20,,44.95,-124.71667,ALB,91,
LTL-ALB-NP,614750,14-JUL-16,5,20,,44.91667,-124.75,ALB,3,
LTL-ALB-NP,614750,15-JUL-16,2,20,,44.88333,-124.61667,ALB,4,
LTL-ALB-NP,614750,16-JUL-16,16,20,,44.88333,-124.7,ALB,25,
LTL-ALB-NP,614750,17-JUL-16,16,20,,45.18333,-125.1,ALB,37,
LTL-ALB-NP,614750,18-JUL-16,16,20,,45.76667,-125.46667,ALB,31,
LTL-ALB-NP,614750,19-JUL-16,17,20,,46.05,-124.93333,ALB,48,
LTL-ALB-NP,614750,26-AUG-16,15,20,,43.91667,-125.5,ALB,14,
LTL-ALB-NP,614750,27-AUG-16,15,20,,43.6,-125.95,ALB,64,
LTL-ALB-NP,614750,28-AUG-16,15,20,,43.31667,-126.21667,ALB,17,
LTL-ALB-NP,614750,29-AUG-16,14,20,,43.66667,-126.21667,ALB,38,
LTL-ALB-NP,614750,30-AUG-16,4,20,,44.36667,-124.81667,ALB,10,
LTL-ALB-NP,614750,31-AUG-16,14,20,,44.36667,-124.81667,ALB,33,
LTL-ALB-NP,614750,01-SEP-16,14,20,,44.35,-125.81667,ALB,19,
LTL-ALB-NP,614750,02-SEP-16,12,20,,44.9,-125.86667,ALB,11,
LTL-ALB-NP,619108,24-JUN-16,0,20,,48.38333,-124.71667,ALB,0,0
LTL-ALB-NP,619108,25-JUN-16,16,20,,47.25,-125.33333,ALB,71,0
LTL-ALB-NP,619108,26-JUN-16,16,20,,46.21667,-125.01667,ALB,187,0
LTL-ALB-NP,619108,27-JUN-16,16,20,,46.21667,-124.96667,ALB,240,0
LTL-ALB-NP,619108,28-JUN-16,16,20,,46.11667,-124.81667,ALB,266,0
LTL-ALB-NP,619108,29-JUN-16,16,20,,46.06667,-124.93333,ALB,120,0
LTL-ALB-NP,619108,30-JUN-16,16,20,,46.2,-124.8,ALB,152,0
LTL-ALB-NP,619108,01-JUL-16,16,20,,46.11667,-124.83333,ALB,181,0
LTL-ALB-NP,619108,02-JUL-16,10,20,,46.13333,-124.98333,ALB,63,0
LTL-ALB-NP,619108,04-JUL-16,5,20,,46.23333,-124.78333,ALB,7,0
LTL-ALB-NP,619108,05-JUL-16,17,20,,46.13333,-124.95,ALB,127,0
LTL-ALB-NP,619108,06-JUL-16,17,20,,46.13333,-125.15,ALB,86,0
LTL-ALB-NP,619108,07-JUL-16,17,20,,45.7,-125.95,ALB,145,0
LTL-ALB-NP,619108,08-JUL-16,17,20,,45.85,-125.46667,ALB,145,0
LTL-ALB-NP,619108,09-JUL-16,17,20,,45.51667,-125.05,ALB,128,0
LTL-ALB-NP,619108,10-JUL-16,17,20,,46.08333,-125,ALB,166,0
LTL-ALB-NP,619108,11-JUL-16,17,20,,46.15,-125.01667,ALB,48,0
LTL-ALB-NP,619108,12-JUL-16,17,20,,46.03333,-125.81667,ALB,151,0
LTL-ALB-NP,619108,13-JUL-16,17,20,,46.06667,-126.15,ALB,63,0
LTL-ALB-NP,619108,14-JUL-16,17,20,,46.35,-125.65,ALB,138,0
LTL-ALB-NP,619108,15-JUL-16,7,20,,46,-125.06667,ALB,13,0
LTL-ALB-NP,619108,19-JUL-16,5,20,,46.18333,-123.83333,ALB,0,0
LTL-ALB-NP,619108,20-JUL-16,16,20,,45.48333,-124.85,ALB,54,0
LTL-ALB-NP,619108,21-JUL-16,16,20,,43.86667,-125.53333,ALB,60,0
LTL-ALB-NP,619108,22-JUL-16,16,20,,44.61667,-125.61667,ALB,170,0
LTL-ALB-NP,619108,23-JUL-16,16,20,,44.66667,-125.6,ALB,201,0
LTL-ALB-NP,619108,24-JUL-16,16,20,,44.88333,-125.71667,ALB,269,0
LTL-ALB-NP,619108,25-JUL-16,16,20,,45.03333,-125.75,ALB,127,0
LTL-ALB-NP,619108,26-JUL-16,16,20,,45.03333,-125.75,ALB,52,0
LTL-ALB-NP,619108,27-JUL-16,0,20,,46.25,-124.06667,ALB,0,0
LTL-ALB-NP,619108,31-JUL-16,6,20,,46.18333,-124.61667,ALB,6,0
LTL-ALB-NP,619108,01-AUG-16,15,20,,45.43333,-125.53333,ALB,102,0
LTL-ALB-NP,619108,02-AUG-16,15,20,,45.35,-125.6,ALB,345,0
LTL-ALB-NP,619108,03-AUG-16,15,20,,45.43333,-125.61667,ALB,133,0
LTL-ALB-NP,619108,04-AUG-16,15,20,,45.5,-125.78333,ALB,48,0
LTL-ALB-NP,619108,05-AUG-16,15,20,,45.31667,-125.9,ALB,120,0
LTL-ALB-NP,619108,06-AUG-16,15,20,,45.36667,-126,ALB,208,0
LTL-ALB-NP,619108,07-AUG-16,15,20,,45.18333,-126.15,ALB,193,0
LTL-ALB-NP,619108,08-AUG-16,15,20,,45.11667,-126.16667,ALB,111,0
LTL-ALB-NP,619108,09-AUG-16,7,20,,45.56667,-125.3,ALB,0,0
LTL-ALB-NP,619108,19-AUG-16,5,20,,48.36667,-124.56667,ALB,2,0
LTL-ALB-NP,619108,20-AUG-16,16,20,,47.16667,-126.36667,ALB,15,0
LTL-ALB-NP,619108,21-AUG-16,16,20,,45.88333,-126.05,ALB,313,0
LTL-ALB-NP,619108,22-AUG-16,16,20,,45.76667,-126.28333,ALB,314,0
LTL-ALB-NP,619108,23-AUG-16,16,20,,45.88333,-126.28333,ALB,172,0
LTL-ALB-NP,619108,24-AUG-16,16,20,,46.03333,-126.55,ALB,113,0
LTL-ALB-NP,619108,25-AUG-16,16,20,,46.03333,-126.65,ALB,162,0
LTL-ALB-NP,619108,26-AUG-16,16,20,,46.15,-126.73333,ALB,179,0
LTL-ALB-NP,619108,27-AUG-16,16,20,,46.11667,-126.88333,ALB,135,0
LTL-ALB-NP,619108,28-AUG-16,16,20,,46.11667,-126.8,ALB,43,0
LTL-ALB-NP,622875,04-SEP-17,14,20,,44.28333,-143,ALB,0,
LTL-ALB-NP,682724,09-JUL-15,,20,,46.11667,-125.03333,ALB,72,
LTL-ALB-NP,682724,10-JUL-15,,20,,45.85,-125.21667,ALB,250,
LTL-ALB-NP,682724,11-JUL-15,,20,,45.85,-125.23333,ALB,60,
LTL-ALB-NP,682724,13-JUL-15,,20,,46.01667,-124.76667,ALB,24,
LTL-ALB-NP,682724,14-JUL-15,,20,,46.08333,-125.75,ALB,200,
LTL-ALB-NP,682724,15-JUL-15,,20,,46.11667,-126.11667,ALB,448,
LTL-ALB-NP,682724,16-JUL-15,,20,,46.1,-126.11667,ALB,798,
LTL-ALB-NP,682724,17-JUL-15,,20,,46.1,-126.23333,ALB,74,
LTL-ALB-NP,682724,18-JUL-15,,20,,46.06667,-125.8,ALB,320,
LTL-ALB-NP,682724,19-JUL-15,,20,,46.06667,-125.76667,ALB,636,
LTL-ALB-NP,682724,22-JUL-15,,20,,46.08333,-125.06667,ALB,168,
LTL-ALB-NP,682724,23-JUL-15,,20,,46.05,-125.66667,ALB,624,
LTL-ALB-NP,682724,24-JUL-15,,20,,46.05,-125.76667,ALB,540,
LTL-ALB-NP,682724,25-JUL-15,,20,,46.06667,-125.15,ALB,258,
LTL-ALB-NP,682724,26-JUL-15,,20,,46.08333,-126.2,ALB,740,
LTL-ALB-NP,682724,27-JUL-15,,20,,46.15,-126.05,ALB,360,
LTL-ALB-NP,682724,28-JUL-15,,20,,46.18333,-125.66667,ALB,506,
LTL-ALB-NP,682724,29-JUL-15,,20,,46.25,-125.41667,ALB,220,
LTL-ALB-NP,682724,30-JUL-15,,20,,46.3,-125.46667,ALB,372,
LTL-ALB-NP,682724,31-JUL-15,,20,,46.08333,-125.18333,ALB,348,
LTL-ALB-NP,682724,01-AUG-15,,20,,46.13333,-125.2,ALB,316,
LTL-ALB-NP,682724,02-AUG-15,,20,,46.3,-125.23333,ALB,440,
LTL-ALB-NP,682724,03-AUG-15,,20,,46.25,-125.01667,ALB,216,
LTL-ALB-NP,682724,04-AUG-15,,20,,46.38333,-125.18333,ALB,196,
LTL-ALB-NP,682724,05-AUG-15,,20,,46.41667,-125.18333,ALB,300,
LTL-ALB-NP,682724,06-AUG-15,,20,,46.28333,-125.16667,ALB,174,
LTL-ALB-NP,682724,07-AUG-15,,20,,46.66667,-125.33333,ALB,120,
LTL-ALB-NP,682724,08-AUG-15,,20,,46.48333,-125.15,ALB,280,
LTL-ALB-NP,682724,09-AUG-15,,20,,46.53333,-125.13333,ALB,476,
LTL-ALB-NP,682724,10-AUG-15,,20,,46.53333,-125.16667,ALB,300,
LTL-ALB-NP,682724,27-AUG-15,,20,,46.38333,-125.91667,ALB,300,
LTL-ALB-NP,682724,28-AUG-15,,20,,46.43333,-126.15,ALB,300,
LTL-ALB-NP,682724,29-AUG-15,,20,,46.38333,-126,ALB,100,
LTL-ALB-NP,682724,30-AUG-15,,20,,46.3,-126.05,ALB,50,
LTL-ALB-NP,682724,31-AUG-15,,20,,46.23333,-125.61667,ALB,264,
LTL-ALB-NP,682724,01-SEP-15,,20,,46.6,-125.11667,ALB,182,
LTL-ALB-NP,682724,02-SEP-15,,20,,46.43333,-126.43333,ALB,150,
LTL-ALB-NP,682724,03-SEP-15,,20,,46.48333,-126.43333,ALB,382,
LTL-ALB-NP,682724,04-SEP-15,,20,,46.53333,-126.06667,ALB,260,
LTL-ALB-NP,682724,05-SEP-15,,20,,46.06667,-126.48333,ALB,34,
LTL-ALB-NP,682724,06-SEP-15,,20,,46.66667,-126.63333,ALB,2,
LTL-ALB-NP,682724,07-SEP-15,,20,,45.5,-126.5,ALB,18,
LTL-ALB-NP,682724,08-SEP-15,,20,,46.25,-125,ALB,76,
LTL-ALB-NP,682724,09-SEP-15,,20,,46.63333,-125.46667,ALB,214,
LTL-ALB-NP,682724,10-SEP-15,,20,,46.75,-125.4,ALB,250,
LTL-ALB-NP,682724,11-SEP-15,,20,,46.4,-125.46667,ALB,218,
LTL-ALB-NP,682724,12-SEP-15,,20,,46.35,-125.35,ALB,238,
LTL-ALB-NP,682724,13-SEP-15,,20,,46.43333,-125.43333,ALB,34,
LTL-ALB-NP,682724,14-SEP-15,,20,,46.26667,-125.18333,ALB,196,
LTL-ALB-NP,682724,15-SEP-15,,20,,46.16667,-125.16667,ALB,32,
LTL-ALB-NP,682724,22-SEP-15,,20,,46.26667,-125.18333,ALB,0,
LTL-ALB-NP,682724,23-SEP-15,,20,,45.75,-125.46667,ALB,46,
LTL-ALB-NP,682724,24-SEP-15,,20,,45.56667,-125.56667,ALB,136,
LTL-ALB-NP,682724,25-SEP-15,,20,,45.66667,-125.6,ALB,148,
LTL-ALB-NP,682724,26-SEP-15,,20,,45.83333,-125.6,ALB,82,
LTL-ALB-NP,682724,27-SEP-15,,20,,45.95,-125.78333,ALB,148,
LTL-ALB-NP,682724,28-SEP-15,,20,,45.83333,-125.86667,ALB,164,
LTL-ALB-NP,682724,29-SEP-15,,20,,45.63333,-125.75,ALB,110,
LTL-ALB-NP,682724,30-SEP-15,,20,,46.48333,-126.38333,ALB,82,
LTL-ALB-NP,682724,01-OCT-15,,20,,46.73333,-126.06667,ALB,566,
LTL-ALB-NP,682724,02-OCT-15,,20,,46.85,-126.23333,ALB,156,
LTL-ALB-NP,682724,03-OCT-15,,20,,46.56667,-125.98333,ALB,86,
LTL-ALB-NP,682724,04-OCT-15,,20,,46.58333,-125.98333,ALB,144,
LTL-ALB-NP,682724,05-OCT-15,,20,,46.63333,-126.03333,ALB,166,
LTL-ALB-NP,682724,06-OCT-15,,20,,46.31667,-125.21667,ALB,104,
LTL-ALB-NP,682724,07-OCT-15,,20,,46.1,-125.38333,ALB,30,
LTL-ALB-NP,682724,12-JUL-16,,20,,46.03333,-125.86667,ALB,107,
LTL-ALB-NP,682724,13-JUL-16,,20,,46.36667,-125.98333,ALB,33,
LTL-ALB-NP,682724,14-JUL-16,,20,,46.31667,-125.81667,ALB,34,
LTL-ALB-NP,682724,15-JUL-16,,20,,46.1,-125.18333,ALB,134,
LTL-ALB-NP,682724,16-JUL-16,,20,,45.53333,-126.06667,ALB,40,
LTL-ALB-NP,682724,17-JUL-16,,20,,44.48333,-125.86667,ALB,66,
LTL-ALB-NP,682724,18-JUL-16,,20,,44.36667,-125.6,ALB,145,
