"LANDING_YEAR","AGENCY_CODE","PACFIN_GROUP_PORT_CODE","PACFIN_PORT_CODE","PACFIN_PORT_NAME","ROUND_WEIGHT_MTONS","ROUND_PRICE_PER_POUND","EXVESSEL_REVENUE","NUMBER_OF_TRIPS","NUMBER_OF_VESSELS","NUMBER_OF_DEALERS","CONFIDENTIAL_FLAG"
"1981","C","BDA","BDG","BODEGA BAY",192.68,.85,359035,145,93,5,""
"1981","C","BGA","BRG","FORT BRAGG",436.26,.87,839246.06,336,219,12,""
"1981","C","CCA","CRS","CRESCENT",171.8,.87,329066.44,86,61,9,""
"1981","C","ERA","ERK","EUREKA",1658.61,.89,3265605.33,287,221,15,""
"1981","C","ERA","FLN","FIELDS LDG",,,,1,1,1,"*"
"1981","C","LAA","DNA","DANA POINT",.32,.95,678.1,4,4,3,""
"1981","C","LAA","LGB","LONG BEACH",,,,1,1,1,"*"
"1981","C","LAA","NWB","NEWPORT B.",,,,4,3,2,"*"
"1981","C","LAA","OLA","O LA/ORG",.9,1.08,2145.3,10,7,6,""
"1981","C","LAA","SP","SAN PEDRO",143.99,.94,299588.1,80,50,13,""
"1981","C","LAA","TRM","TERMINAL I",797.65,.9,1582727.86,158,101,4,""
"1981","C","MNA","CRZ","SANTA CRUZ",3.85,.89,7533.36,21,14,4,""
"1981","C","MNA","MNT","MONTEREY",128.65,.87,247317.39,68,38,9,""
"1981","C","MNA","MOS","MOSS LNDG",1439.43,.87,2769938.41,467,285,6,""
"1981","C","MRA","AVL","AVILA",242.56,.87,466109.95,82,56,3,""
"1981","C","MRA","MRO","MORRO BAY",736.77,.88,1422165.38,232,150,4,""
"1981","C","SBA","OXN","OXNARD",3.05,.93,6269.6,6,3,3,""
"1981","C","SBA","SB","S. BARBARA",,,,7,5,2,"*"
"1981","C","SDA","OCN","OCEANSIDE",,,,3,3,2,"*"
"1981","C","SDA","OSD","O S DIEGO",.96,.99,2092.25,8,5,4,""
"1981","C","SDA","SD","SAN DIEGO",1305.39,.9,2585769.5,1047,402,30,""
"1981","C","SFA","BKL","BERKELEY",,,,1,1,1,"*"
"1981","C","SFA","OAK","OAKLAND",,,,296,188,1,"*"
"1981","C","SFA","PRN","PRINCETON",16.71,.88,32345.42,17,11,4,""
"1981","C","SFA","SF","SF",446.87,.87,856712.64,176,115,10,""
"1981","C","SFA","SLT","SAUSALITO",,,,26,21,2,"*"
"1981","C","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",1606.47,.87,3093456,,,,""
"1981","O","BRA","BRK","BROOKINGS",29.84,.87,57177,29,25,6,""
"1981","O","BRA","GLD","GOLD BEACH",,,,6,3,2,"*"
"1981","O","BRA","ORF","ORFORD",,,,11,8,2,"*"
"1981","O","CBA","BDN","BANDON",,,,3,3,1,"*"
"1981","O","CBA","COS","COOS BAY",810.27,.87,1547172.1,419,264,16,""
"1981","O","CBA","FLR","FLORENCE",,,,5,4,1,"*"
"1981","O","CBA","WIN","WINCHESTER",128.4,.88,249925.26,66,35,10,""
"1981","O","CLO","AST","ASTORIA",1824.68,.86,3473793.9,243,179,14,""
"1981","O","NPA","DPO","DEPOE BAY",6.38,.86,12122.96,10,9,3,""
"1981","O","NPA","NEW","NEWPORT",633.18,.87,1208157.22,329,224,13,""
"1981","O","TLA","PCC","PACIFIC",,,,7,7,2,"*"
"1981","O","TLA","TLL","TLMK/GRBLD",25.96,.87,49610.2,50,40,4,""
"1981","O","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",46.16,.87,88271.23,,,,""
"1981","W","CLW","LWC","ILWCO/CHNK",274.04,.87,525147.14,79,61,5,""
"1981","W","CLW","OCR","O COL WA",,,,1,1,1,"*"
"1981","W","CWA","GRH","GRAYS HRBR",,,,2,2,1,"*"
"1981","W","CWA","LAP","LA PUSH",,,,7,7,2,"*"
"1981","W","CWA","OWC","O WA COAST",,,,2,2,2,"*"
"1981","W","CWA","WLB","WILLAPA",,,,1,1,1,"*"
"1981","W","CWA","WPT","WESTPORT",416.68,.86,792722.07,167,145,6,""
"1981","W","NPS","BLL","BELLINGHAM",61.17,.86,115527.43,8,5,4,""
"1981","W","NPS","NEA","NEAH BAY",,,,3,3,1,"*"
"1981","W","NPS","PAG","PT ANGELES",12.8,.89,25016.89,8,8,4,""
"1981","W","NPS","TNS","TOWNSEND",,,,2,2,1,"*"
"1981","W","SPS","EVR","EVERETT",,,,1,1,1,"*"
"1981","W","SPS","OLY","OLYMPIA",,,,2,2,1,"*"
"1981","W","SPS","SEA","SEATTLE",96.28,.86,183299.81,35,26,6,""
"1981","W","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",12.66,.96,26722.21,,,,""
"1982","C","BDA","BDG","BODEGA BAY",12.98,.67,19045.22,17,14,4,""
"1982","C","BDA","OSM","O SNMA/MRN",,,,1,1,1,"*"
"1982","C","BGA","BRG","FORT BRAGG",74.44,.65,107293.24,27,19,7,""
"1982","C","CA2","OCA","OTHER CAL",,,,6,2,1,"*"
"1982","C","CCA","CRS","CRESCENT",309.09,.63,430307.26,79,38,9,""
"1982","C","ERA","ERK","EUREKA",83.5,.6,110953.77,49,25,8,""
"1982","C","LAA","DNA","DANA POINT",1.65,1,3641.2,15,5,4,""
"1982","C","LAA","LGB","LONG BEACH",.73,.79,1274.79,6,6,4,""
"1982","C","LAA","NWB","NEWPORT B.",6.24,1,13819.15,34,14,9,""
"1982","C","LAA","OLA","O LA/ORG",3.94,.8,6912.59,14,10,6,""
"1982","C","LAA","SP","SAN PEDRO",94.35,.69,142610.89,87,63,11,""
"1982","C","LAA","TRM","TERMINAL I",2069.16,.67,3071579.41,270,173,4,""
"1982","C","LAA","WLM","WILLMNGTN",1.86,.93,3797.7,6,4,3,""
"1982","C","MNA","CRZ","SANTA CRUZ",5.45,.79,9536.8,15,9,3,""
"1982","C","MNA","MNT","MONTEREY",18.99,.79,33050.67,28,15,9,""
"1982","C","MNA","MOS","MOSS LNDG",175.53,.63,245439.78,87,50,8,""
"1982","C","MRA","AVL","AVILA",26.78,.72,42700.23,51,20,4,""
"1982","C","MRA","MRO","MORRO BAY",95.91,.66,139865.62,140,62,9,""
"1982","C","SBA","OXN","OXNARD",7.46,.88,14479.7,16,12,6,""
"1982","C","SBA","SB","S. BARBARA",15.15,.97,32299.37,16,11,6,""
"1982","C","SBA","VEN","VENTURA",,,,1,1,1,"*"
"1982","C","SDA","OCN","OCEANSIDE",,,,3,3,2,"*"
"1982","C","SDA","OSD","O S DIEGO",.24,.98,514,4,4,4,""
"1982","C","SDA","SD","SAN DIEGO",1052.26,.7,1613672.09,604,256,33,""
"1982","C","SFA","BKL","BERKELEY",,,,3,2,2,"*"
"1982","C","SFA","OAK","OAKLAND",151.06,.66,218904.7,48,37,4,""
"1982","C","SFA","PRN","PRINCETON",11.45,.95,23865.5,24,10,7,""
"1982","C","SFA","SF","SF",27.8,.76,46576.6,33,20,9,""
"1982","C","SFA","SLT","SAUSALITO",,,,13,6,2,"*"
"1982","C","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",34.61,.94,71663.67,,,,""
"1982","O","BRA","BRK","BROOKINGS",,,,2,1,1,"*"
"1982","O","CBA","COS","COOS BAY",368.77,.65,524921.21,133,92,12,""
"1982","O","CBA","FLR","FLORENCE",3.18,.93,6525.75,4,3,3,""
"1982","O","CBA","WIN","WINCHESTER",7.28,.78,12590.8,17,11,9,""
"1982","O","CLO","AST","ASTORIA",331.25,.67,491115.33,122,51,13,""
"1982","O","NPA","DPO","DEPOE BAY",3.14,.78,5416.09,9,4,3,""
"1982","O","NPA","NEW","NEWPORT",138.71,.67,205088.89,56,43,13,""
"1982","O","TLA","TLL","TLMK/GRBLD",4.65,.61,6251.03,9,4,3,""
"1982","O","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",,,,,,,"*"
"1982","W","CLW","LWC","ILWCO/CHNK",173.08,.65,246371.55,50,36,5,""
"1982","W","CWA","WLB","WILLAPA",,,,1,1,1,"*"
"1982","W","CWA","WPT","WESTPORT",12.85,.63,17924.14,11,11,3,""
"1982","W","NPS","ANA","ANACORTES",,,,1,1,1,"*"
"1982","W","NPS","BLL","BELLINGHAM",,,,1,1,1,"*"
"1982","W","NPS","PAG","PT ANGELES",16.96,.63,23689.85,14,5,4,""
"1982","W","NPS","TNS","TOWNSEND",,,,1,1,1,"*"
"1982","W","SPS","EVR","EVERETT",,,,1,1,1,"*"
"1982","W","SPS","OSP","O S PUGET",,,,1,1,1,"*"
"1982","W","SPS","SEA","SEATTLE",35.69,.55,43201.15,32,6,4,""
"1982","W","SPS","SHL","SHELTON",,,,1,1,1,"*"
"1982","W","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",27.04,.55,32770.18,,,,""
"1983","C","BDA","BDG","BODEGA BAY",133.34,.55,162689.47,195,87,13,""
"1983","C","BDA","BOL","BOLINAS",,,,3,1,1,"*"
"1983","C","BDA","OSM","O SNMA/MRN",,,,3,2,2,"*"
"1983","C","BDA","RYS","PT. REYES",,,,11,4,1,"*"
"1983","C","BGA","BRG","FORT BRAGG",196.38,.52,227175.38,173,96,13,""
"1983","C","CA2","OCA","OTHER CAL",,,,11,1,1,"*"
"1983","C","CCA","CRS","CRESCENT",251.09,.56,312073.74,335,124,12,""
"1983","C","ERA","ERK","EUREKA",181.51,.54,216433.55,240,121,13,""
"1983","C","ERA","FLN","FIELDS LDG",,,,2,1,1,"*"
"1983","C","ERA","TRN","TRINIDAD",15.43,.51,17196.51,95,32,5,""
"1983","C","LAA","DNA","DANA POINT",,,,2,2,2,"*"
"1983","C","LAA","LGB","LONG BEACH",.2,.79,351.11,3,3,3,""
"1983","C","LAA","NWB","NEWPORT B.",1.02,.92,2072.15,10,9,4,""
"1983","C","LAA","OLA","O LA/ORG",1.82,1.06,4255.15,11,7,6,""
"1983","C","LAA","SP","SAN PEDRO",56.21,.69,85836.73,130,75,13,""
"1983","C","LAA","TRM","TERMINAL I",2359.42,.62,3218274.49,203,137,4,""
"1983","C","LAA","WLM","WILLMNGTN",,,,2,2,2,"*"
"1983","C","MNA","CRZ","SANTA CRUZ",8.28,.8,14564.81,95,46,13,""
"1983","C","MNA","MNT","MONTEREY",160.07,.55,195386.34,421,126,13,""
"1983","C","MNA","MOS","MOSS LNDG",1685.14,.56,2064971.76,852,345,9,""
"1983","C","MRA","AVL","AVILA",122.61,.56,152282.78,135,63,6,""
"1983","C","MRA","MRO","MORRO BAY",738.47,.56,912341.56,646,198,16,""
"1983","C","SBA","HNM","PT HUENEME",,,,1,1,1,"*"
"1983","C","SBA","OXN","OXNARD",88.69,.99,193410.51,45,14,8,""
"1983","C","SBA","SB","S. BARBARA",1.18,.76,1973.87,16,13,6,""
"1983","C","SBA","VEN","VENTURA",4.3,.71,6752.48,24,18,9,""
"1983","C","SDA","OCN","OCEANSIDE",,,,3,2,2,"*"
"1983","C","SDA","SD","SAN DIEGO",210.26,.7,323373.38,202,116,33,""
"1983","C","SFA","ALM","ALAMEDA",,,,3,1,1,"*"
"1983","C","SFA","BKL","BERKELEY",,,,3,2,3,"*"
"1983","C","SFA","OAK","OAKLAND",,,,218,115,2,"*"
"1983","C","SFA","OSF","O SF/SMTEO",3.96,1.19,10381.87,11,4,3,""
"1983","C","SFA","PRN","PRINCETON",181.18,.57,227514.26,250,119,19,""
"1983","C","SFA","RCH","RICHMOND",,,,2,2,2,"*"
"1983","C","SFA","SF","SF",132,.56,162570.16,177,99,13,""
"1983","C","SFA","SLT","SAUSALITO",257.88,.56,318709.2,192,102,5,""
"1983","C","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",716.9,.56,888399.16,,,,""
"1983","O","BRA","BRK","BROOKINGS",37.06,.56,45750.21,68,44,12,""
"1983","O","BRA","GLD","GOLD BEACH",,,,4,4,2,"*"
"1983","O","CBA","COS","COOS BAY",164.98,.56,202761.39,96,65,13,""
"1983","O","CBA","FLR","FLORENCE",3.97,.7,6121.51,7,4,3,""
"1983","O","CBA","WIN","WINCHESTER",48.96,.64,69370.83,84,29,12,""
"1983","O","CLO","AST","ASTORIA",879.02,.55,1071893.75,282,132,13,""
"1983","O","NPA","DPO","DEPOE BAY",4.97,.61,6659.54,10,6,3,""
"1983","O","NPA","NEW","NEWPORT",379.16,.54,452828.65,283,166,23,""
"1983","O","TLA","PCC","PACIFIC",,,,1,1,1,"*"
"1983","O","TLA","TLL","TLMK/GRBLD",20.9,.56,25811.15,45,30,6,""
"1983","O","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",1.84,.65,2622.45,,,,""
"1983","W","CLW","LWC","ILWCO/CHNK",128.5,.55,154841.52,72,46,7,""
"1983","W","CWA","GRH","GRAYS HRBR",,,,2,2,2,"*"
"1983","W","CWA","LAP","LA PUSH",,,,2,2,1,"*"
"1983","W","CWA","OWC","O WA COAST",,,,4,3,2,"*"
"1983","W","CWA","WLB","WILLAPA",,,,2,2,1,"*"
"1983","W","CWA","WPT","WESTPORT",270.6,.54,320926.13,130,82,7,""
"1983","W","NPS","ANA","ANACORTES",,,,1,1,1,"*"
"1983","W","NPS","FRI","FRIDAY H.",,,,1,1,1,"*"
"1983","W","NPS","NEA","NEAH BAY",,,,5,5,1,"*"
"1983","W","NPS","PAG","PT ANGELES",12.69,.69,19401.16,10,7,7,""
"1983","W","SPS","EVR","EVERETT",,,,1,1,1,"*"
"1983","W","SPS","SEA","SEATTLE",36.46,.55,44444.47,14,11,5,""
"1983","W","SPS","SHL","SHELTON",,,,1,1,1,"*"
"1983","W","SPS","TAC","TACOMA",,,,2,2,2,"*"
"1983","W","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",34.01,.62,46650.61,,,,""
"1984","C","BDA","BDG","BODEGA BAY",94.36,.52,107847.27,81,50,8,""
"1984","C","BDA","OSM","O SNMA/MRN",,,,3,2,1,"*"
"1984","C","BGA","BRG","FORT BRAGG",65.2,.53,75471.24,32,25,9,""
"1984","C","CA2","OCA","OTHER CAL",,,,11,2,2,"*"
"1984","C","CCA","CRS","CRESCENT",108.35,.55,130443.56,59,25,6,""
"1984","C","ERA","ERK","EUREKA",279.73,.51,315824.95,110,58,12,""
"1984","C","LAA","DNA","DANA POINT",1.01,.93,2065.9,9,4,3,""
"1984","C","LAA","LGB","LONG BEACH",,,,9,7,2,"*"
"1984","C","LAA","NWB","NEWPORT B.",2.41,1.29,6848.78,10,7,6,""
"1984","C","LAA","OLA","O LA/ORG",3.27,.89,6449.87,46,30,12,""
"1984","C","LAA","SP","SAN PEDRO",166.16,.62,227452.44,307,122,16,""
"1984","C","LAA","TRM","TERMINAL I",8439.13,.64,11917931.5,622,316,3,""
"1984","C","LAA","WLM","WILLMNGTN",1.94,.8,3422.85,5,3,3,""
"1984","C","MNA","CRZ","SANTA CRUZ",8.53,.72,13522.76,55,33,8,""
"1984","C","MNA","MNT","MONTEREY",44.37,.49,48060.1,127,72,12,""
"1984","C","MNA","MOS","MOSS LNDG",543.67,.5,603796.4,335,173,7,""
"1984","C","MRA","AVL","AVILA",34.55,.5,38271.88,89,46,8,""
"1984","C","MRA","MRO","MORRO BAY",261.48,.52,299019.98,332,140,16,""
"1984","C","SBA","OXN","OXNARD",4.61,.96,9761.93,51,14,7,""
"1984","C","SBA","SB","S. BARBARA",13.61,.67,20237.44,60,31,10,""
"1984","C","SBA","VEN","VENTURA",7.96,.65,11401.48,47,30,14,""
"1984","C","SDA","OCN","OCEANSIDE",2.4,.64,3390.1,17,8,4,""
"1984","C","SDA","OSD","O S DIEGO",1.19,.73,1914.23,15,12,6,""
"1984","C","SDA","SD","SAN DIEGO",1126.1,.65,1615247.29,1290,368,50,""
"1984","C","SFA","BKL","BERKELEY",,,,1,1,1,"*"
"1984","C","SFA","OAK","OAKLAND",,,,128,76,2,"*"
"1984","C","SFA","OSF","O SF/SMTEO",6.55,.65,9443,13,7,4,""
"1984","C","SFA","PRN","PRINCETON",16.14,.78,27892.81,68,31,12,""
"1984","C","SFA","SF","SF",58.19,.55,70527.47,56,44,16,""
"1984","C","SFA","SLT","SAUSALITO",210.41,.53,244841.98,109,69,3,""
"1984","C","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",349.58,.52,403968.53,,,,""
"1984","O","BRA","BRK","BROOKINGS",12.9,.58,16454.53,13,11,6,""
"1984","O","CBA","COS","COOS BAY",145.93,.6,192588.38,60,44,14,""
"1984","O","CBA","FLR","FLORENCE",,,,2,2,2,"*"
"1984","O","CBA","WIN","WINCHESTER",,,,18,2,3,"*"
"1984","O","CLO","AST","ASTORIA",350.15,.52,398230.6,108,59,10,""
"1984","O","NPA","DPO","DEPOE BAY",10.12,.7,15694.89,14,8,5,""
"1984","O","NPA","NEW","NEWPORT",200.79,.57,250352.79,161,77,22,""
"1984","O","TLA","TLL","TLMK/GRBLD",5.3,.72,8357.41,9,8,3,""
"1984","O","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",11.47,.83,20891.41,,,,""
"1984","W","CLW","LWC","ILWCO/CHNK",16.38,.53,19074.22,13,11,6,""
"1984","W","CLW","OCR","O COL WA",,,,4,3,1,"*"
"1984","W","CWA","GRH","GRAYS HRBR",,,,3,2,2,"*"
"1984","W","CWA","OWC","O WA COAST",,,,3,2,2,"*"
"1984","W","CWA","WLB","WILLAPA",,,,1,1,1,"*"
"1984","W","CWA","WPT","WESTPORT",32.77,.56,40634.01,26,22,5,""
"1984","W","NPS","PAG","PT ANGELES",4.66,.87,8897.18,4,4,3,""
"1984","W","SPS","SEA","SEATTLE",,,,2,2,3,"*"
"1984","W","SPS","TAC","TACOMA",,,,2,2,1,"*"
"1984","W","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",12.77,.79,22217.26,,,,""
"1985","C","BDA","BDG","BODEGA BAY",31.86,.48,33505.68,36,19,7,""
"1985","C","BDA","OSM","O SNMA/MRN",,,,35,1,1,"*"
"1985","C","BGA","BRG","FORT BRAGG",69.59,.49,75277.31,51,33,9,""
"1985","C","CCA","CRS","CRESCENT",68.4,.54,81027.75,44,14,8,""
"1985","C","ERA","ERK","EUREKA",815.18,.46,817738.16,200,92,8,""
"1985","C","ERA","FLN","FIELDS LDG",,,,13,10,1,"*"
"1985","C","ERA","OHB","O HUMBOLDT",,,,1,1,1,"*"
"1985","C","LAA","DNA","DANA POINT",,,,1,1,1,"*"
"1985","C","LAA","LGB","LONG BEACH",,,,2,2,2,"*"
"1985","C","LAA","NWB","NEWPORT B.",,,,1,1,1,"*"
"1985","C","LAA","OLA","O LA/ORG",9.15,.66,13221.18,32,22,9,""
"1985","C","LAA","SP","SAN PEDRO",207.86,.52,240018.37,140,71,14,""
"1985","C","LAA","TRM","TERMINAL I",2904.34,.55,3499181.52,262,161,4,""
"1985","C","LAA","WLM","WILLMNGTN",4.53,.53,5240.75,16,10,3,""
"1985","C","MNA","CRZ","SANTA CRUZ",25.12,.62,34565.1,98,37,8,""
"1985","C","MNA","MNT","MONTEREY",78.46,.47,81317.54,303,97,13,""
"1985","C","MNA","MOS","MOSS LNDG",652.84,.47,683286.73,268,129,11,""
"1985","C","MRA","AVL","AVILA",64.91,.46,66344.09,196,62,6,""
"1985","C","MRA","MRO","MORRO BAY",306.56,.47,315173.76,456,153,18,""
"1985","C","SBA","OBV","O SB/VEN",,,,1,1,1,"*"
"1985","C","SBA","OXN","OXNARD",7.58,1.17,19501.8,24,7,3,""
"1985","C","SBA","SB","S. BARBARA",7.84,.52,8958.54,32,13,5,""
"1985","C","SBA","VEN","VENTURA",4.56,.35,3561.46,32,24,11,""
"1985","C","SDA","OCN","OCEANSIDE",2.16,.68,3260.15,12,5,3,""
"1985","C","SDA","OSD","O S DIEGO",1.61,.5,1786.65,15,11,7,""
"1985","C","SDA","SD","SAN DIEGO",482.06,.52,549646.75,441,162,37,""
"1985","C","SFA","BKL","BERKELEY",,,,2,1,1,"*"
"1985","C","SFA","OAK","OAKLAND",,,,64,43,2,"*"
"1985","C","SFA","OSF","O SF/SMTEO",,,,6,3,2,"*"
"1985","C","SFA","PRN","PRINCETON",31.18,.74,50567.99,119,41,13,""
"1985","C","SFA","RCH","RICHMOND",,,,1,1,1,"*"
"1985","C","SFA","SF","SF",17.05,.59,22153.62,42,22,12,""
"1985","C","SFA","SLT","SAUSALITO",51.84,.54,62272.26,29,14,3,""
"1985","C","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",592.73,.46,603750.04,,,,""
"1985","O","BRA","BRK","BROOKINGS",21.72,.49,23311.18,6,4,3,""
"1985","O","CBA","COS","COOS BAY",121.34,.51,137008.7,23,15,7,""
"1985","O","CBA","FLR","FLORENCE",,,,2,2,2,"*"
"1985","O","CBA","WIN","WINCHESTER",33.6,.56,41229.93,16,6,6,""
"1985","O","CLO","AST","ASTORIA",302.39,.52,347226.43,47,30,14,""
"1985","O","NPA","DPO","DEPOE BAY",4.22,.73,6788.21,6,6,3,""
"1985","O","NPA","NEW","NEWPORT",197.31,.58,250683.77,83,37,20,""
"1985","O","TLA","TLL","TLMK/GRBLD",10.82,.67,15862.75,8,6,4,""
"1985","O","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",,,,,,,"*"
"1985","W","CLW","LWC","ILWCO/CHNK",68.85,.47,71021.2,11,8,3,""
"1985","W","CLW","OCR","O COL WA",,,,4,1,1,"*"
"1985","W","CWA","GRH","GRAYS HRBR",,,,3,2,3,"*"
"1985","W","CWA","LAP","LA PUSH",,,,1,1,1,"*"
"1985","W","CWA","OWC","O WA COAST",,,,2,2,1,"*"
"1985","W","CWA","WPT","WESTPORT",52.91,.57,66597.29,16,13,6,""
"1985","W","NPS","ANA","ANACORTES",,,,3,1,1,"*"
"1985","W","NPS","BLL","BELLINGHAM",,,,1,1,1,"*"
"1985","W","NPS","FRI","FRIDAY H.",,,,1,1,1,"*"
"1985","W","NPS","PAG","PT ANGELES",,,,3,1,2,"*"
"1985","W","SPS","EVR","EVERETT",,,,1,1,1,"*"
"1985","W","SPS","OSP","O S PUGET",,,,1,1,1,"*"
"1985","W","SPS","SEA","SEATTLE",,,,3,2,2,"*"
"1985","W","SPS","TAC","TACOMA",,,,1,1,1,"*"
"1985","W","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",50.36,.55,61413.99,,,,""
"1986","C","BDA","BDG","BODEGA BAY",1.96,.54,2319.6,11,10,4,""
"1986","C","BDA","BOL","BOLINAS",,,,2,1,1,"*"
"1986","C","BDA","OSM","O SNMA/MRN",,,,1,1,1,"*"
"1986","C","BDA","RYS","PT. REYES",,,,1,1,1,"*"
"1986","C","BGA","BRG","FORT BRAGG",23.44,.65,33359.65,43,16,6,""
"1986","C","CCA","CRS","CRESCENT",224.33,.56,276154.64,63,16,3,""
"1986","C","ERA","ERK","EUREKA",421.67,.54,499014.08,90,39,9,""
"1986","C","ERA","FLN","FIELDS LDG",,,,1,1,1,"*"
"1986","C","ERA","OHB","O HUMBOLDT",,,,3,2,1,"*"
"1986","C","ERA","TRN","TRINIDAD",,,,2,2,2,"*"
"1986","C","LAA","NWB","NEWPORT B.",,,,3,2,2,"*"
"1986","C","LAA","OLA","O LA/ORG",6.16,.61,8258.35,25,14,5,""
"1986","C","LAA","SP","SAN PEDRO",176.59,.57,222657.03,81,48,11,""
"1986","C","LAA","TRM","TERMINAL I",,,,100,72,2,"*"
"1986","C","LAA","WLM","WILLMNGTN",,,,5,5,2,"*"
"1986","C","MNA","CRZ","SANTA CRUZ",6.77,.71,10651.03,27,13,7,""
"1986","C","MNA","MNT","MONTEREY",32.45,.5,35639.29,97,41,7,""
"1986","C","MNA","MOS","MOSS LNDG",458.93,.5,501748.97,121,67,9,""
"1986","C","MRA","AVL","AVILA",25.1,.5,27818.18,75,36,6,""
"1986","C","MRA","MRO","MORRO BAY",399.2,.51,452946.21,314,134,11,""
"1986","C","MRA","OSL","O S LUIS",,,,1,1,1,"*"
"1986","C","SBA","HNM","PT HUENEME",,,,1,1,1,"*"
"1986","C","SBA","OBV","O SB/VEN",,,,1,1,1,"*"
"1986","C","SBA","OXN","OXNARD",.81,.93,1659.65,5,3,3,""
"1986","C","SBA","SB","S. BARBARA",2.74,.62,3770.88,20,14,6,""
"1986","C","SBA","VEN","VENTURA",2.78,.84,5130.96,26,10,7,""
"1986","C","SDA","OCN","OCEANSIDE",,,,2,2,1,"*"
"1986","C","SDA","OSD","O S DIEGO",,,,1,1,1,"*"
"1986","C","SDA","SD","SAN DIEGO",86.48,.55,105378.31,104,60,24,""
"1986","C","SFA","BKL","BERKELEY",,,,1,1,1,"*"
"1986","C","SFA","OAK","OAKLAND",,,,27,12,1,"*"
"1986","C","SFA","OSF","O SF/SMTEO",,,,1,1,1,"*"
"1986","C","SFA","PRN","PRINCETON",17.81,.72,28414.43,49,14,6,""
"1986","C","SFA","SF","SF",21.78,.67,32310.94,14,9,7,""
"1986","C","SFA","SLT","SAUSALITO",,,,13,9,1,"*"
"1986","C","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",1372.8,.55,1661031.52,,,,""
"1986","O","BRA","BRK","BROOKINGS",29.11,.53,34258.58,6,5,6,""
"1986","O","BRA","GLD","GOLD BEACH",,,,1,1,1,"*"
"1986","O","CBA","COS","COOS BAY",194.55,.54,232474.94,48,33,10,""
"1986","O","CBA","FLR","FLORENCE",,,,2,2,1,"*"
"1986","O","CBA","WIN","WINCHESTER",28.75,.59,37327.26,12,7,4,""
"1986","O","CLO","AST","ASTORIA",645.7,.53,753902.28,50,30,10,""
"1986","O","NPA","DPO","DEPOE BAY",,,,2,2,1,"*"
"1986","O","NPA","NEW","NEWPORT",213.28,.55,258338.46,74,32,17,""
"1986","O","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",4.9,.8,8675.59,,,,""
"1986","W","CLW","LWC","ILWCO/CHNK",747.74,.51,836915.88,47,31,3,""
"1986","W","CLW","OCR","O COL WA",,,,1,1,1,"*"
"1986","W","CWA","GRH","GRAYS HRBR",,,,2,1,1,"*"
"1986","W","CWA","OWC","O WA COAST",,,,2,2,1,"*"
"1986","W","CWA","WPT","WESTPORT",85.18,.49,91648.57,15,10,4,""
"1986","W","NPS","TNS","TOWNSEND",,,,1,1,1,"*"
"1986","W","SPS","OSP","O S PUGET",,,,1,1,1,"*"
"1986","W","SPS","SEA","SEATTLE",,,,2,2,2,"*"
"1986","W","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",11.95,.62,16278.86,,,,""
"1987","C","BDA","BDG","BODEGA BAY",16.91,.69,25735.4,34,27,8,""
"1987","C","BDA","OSM","O SNMA/MRN",,,,2,2,1,"*"
"1987","C","BDA","RYS","PT. REYES",,,,1,1,1,"*"
"1987","C","BGA","BRG","FORT BRAGG",29.97,.73,48258.93,7,6,4,""
"1987","C","CA2","OCA","OTHER CAL",,,,1,1,1,"*"
"1987","C","CCA","CRS","CRESCENT",21.57,.81,38295.13,18,8,9,""
"1987","C","ERA","ERK","EUREKA",93.28,.76,155314.09,73,18,13,""
"1987","C","LAA","DNA","DANA POINT",,,,3,2,2,"*"
"1987","C","LAA","OLA","O LA/ORG",,,,10,8,2,"*"
"1987","C","LAA","SP","SAN PEDRO",26.03,.77,43966.5,30,21,9,""
"1987","C","LAA","TRM","TERMINAL I",345.66,.76,576791.25,34,27,3,""
"1987","C","MNA","CRZ","SANTA CRUZ",22.89,.78,39108.75,57,30,5,""
"1987","C","MNA","MNT","MONTEREY",44.3,.71,69340.75,106,52,11,""
"1987","C","MNA","MOS","MOSS LNDG",542.11,.72,866212.55,167,96,12,""
"1987","C","MRA","AVL","AVILA",17.73,.82,32044.79,30,15,4,""
