"LANDING_YEAR","AGENCY_CODE","PACFIN_GROUP_PORT_CODE","PACFIN_PORT_CODE","PACFIN_PORT_NAME","ROUND_WEIGHT_MTONS","ROUND_PRICE_PER_POUND","EXVESSEL_REVENUE","NUMBER_OF_TRIPS","NUMBER_OF_VESSELS","NUMBER_OF_DEALERS","CONFIDENTIAL_FLAG"
"2007","W","CWA","WLB","WILLAPA",,,,8,3,2,"*"
"2007","W","CWA","WPT","WESTPORT",3121.07,.78,5335881.11,340,97,17,""
"2007","W","NPS","BLL","BELLINGHAM",85.37,1.02,191481.89,10,10,3,""
"2007","W","NPS","NEA","NEAH BAY",29.27,.69,44532.8,21,15,6,""
"2007","W","NPS","TNS","TOWNSEND",,,,3,3,1,"*"
"2007","W","SPS","OLY","OLYMPIA",,,,2,2,1,"*"
"2007","W","SPS","SEA","SEATTLE",,,,4,2,2,"*"
"2007","W","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",38.79,.84,72143.75,,,,""
"2008","C","BDA","BDG","BODEGA BAY",,,,1,1,1,"*"
"2008","C","BGA","BRG","FORT BRAGG",,,,1,1,1,"*"
"2008","C","CCA","CRS","CRESCENT",75.22,.97,161198.97,34,11,10,""
"2008","C","ERA","ERK","EUREKA",36.29,1.29,103543.51,52,13,10,""
"2008","C","LAA","SP","SAN PEDRO",.88,.96,1862,12,5,3,""
"2008","C","LAA","TRM","TERMINAL I",,,,10,9,1,"*"
"2008","C","MNA","CRZ","SANTA CRUZ",,,,2,2,1,"*"
"2008","C","MNA","MOS","MOSS LNDG",30.66,1.07,72523.92,15,11,5,""
"2008","C","MRA","AVL","AVILA",,,,1,1,1,"*"
"2008","C","MRA","MRO","MORRO BAY",7.87,1.28,22238.75,20,11,6,""
"2008","C","SBA","HNM","PT HUENEME",,,,1,1,1,"*"
"2008","C","SBA","OXN","OXNARD",,,,1,1,1,"*"
"2008","C","SBA","SB","S. BARBARA",,,,4,3,1,"*"
"2008","C","SBA","VEN","VENTURA",2.47,1.14,6231,7,3,3,""
"2008","C","SDA","OCN","OCEANSIDE",,,,3,1,2,"*"
"2008","C","SDA","OSD","O S DIEGO",1.42,.95,2973.5,13,5,4,""
"2008","C","SDA","SD","SAN DIEGO",,,,7,3,2,"*"
"2008","C","SFA","PRN","PRINCETON",8.3,1.65,30178.12,21,7,8,""
"2008","C","SFA","SF","SF",.6,.87,1159,3,3,3,""
"2008","C","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",221.89,1.15,564206.26,,,,""
"2008","O","BRA","BRK","BROOKINGS",16.42,1.46,52887.21,11,7,6,""
"2008","O","BRA","GLD","GOLD BEACH",,,,2,1,1,"*"
"2008","O","BRA","ORF","ORFORD",,,,5,3,2,"*"
"2008","O","CBA","BDN","BANDON",,,,3,1,1,"*"
"2008","O","CBA","COS","COOS BAY",1140.01,1.18,2958329.05,180,89,23,""
"2008","O","CBA","FLR","FLORENCE",,,,6,2,3,"*"
"2008","O","CBA","WIN","WINCHESTER",61.03,1.35,181141.54,32,14,7,""
"2008","O","CLO","AST","ASTORIA",1213.78,1.23,3291300.87,193,81,15,""
"2008","O","NPA","DPO","DEPOE BAY",1.58,1.58,5474.7,6,4,4,""
"2008","O","NPA","NEW","NEWPORT",1469.01,1.19,3858948.35,421,162,43,""
"2008","O","TLA","PCC","PACIFIC",3.5,1.02,7862.7,12,6,6,""
"2008","O","TLA","TLL","TLMK/GRBLD",103.71,1.07,243914.92,100,33,9,""
"2008","O","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",17.09,1.76,66323.4,,,,""
"2008","W","CLW","LWC","ILWCO/CHNK",2661.75,1.16,6819033.05,284,121,6,""
"2008","W","CLW","OCR","O COL WA",,,,2,2,1,"*"
"2008","W","CWA","GRH","GRAYS HRBR",,,,11,2,2,"*"
"2008","W","CWA","LAP","LA PUSH",,,,1,1,1,"*"
"2008","W","CWA","OWC","O WA COAST",,,,1,1,1,"*"
"2008","W","CWA","WLB","WILLAPA",,,,2,2,2,"*"
"2008","W","CWA","WPT","WESTPORT",3911.46,1.16,9996546.17,357,103,17,""
"2008","W","NPS","ANA","ANACORTES",,,,1,1,1,"*"
"2008","W","NPS","BLL","BELLINGHAM",,,,5,4,2,"*"
"2008","W","NPS","NEA","NEAH BAY",,,,2,2,2,"*"
"2008","W","NPS","PAG","PT ANGELES",,,,1,1,1,"*"
"2008","W","NPS","TNS","TOWNSEND",,,,4,3,2,"*"
"2008","W","SPS","OLY","OLYMPIA",,,,1,1,1,"*"
"2008","W","SPS","SEA","SEATTLE",,,,2,1,1,"*"
"2008","W","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",151.83,1.22,409692.77,,,,""
"2009","C","BDA","BDG","BODEGA BAY",8.18,1.02,18488.65,10,9,4,""
"2009","C","BGA","ALB","ALBION",,,,3,1,1,"*"
"2009","C","BGA","BRG","FORT BRAGG",11.6,1.99,50803.91,32,5,5,""
"2009","C","CCA","CRS","CRESCENT",100,.93,205983.53,72,21,14,""
"2009","C","ERA","ERK","EUREKA",109.05,1.27,305311.01,122,18,13,""
"2009","C","LAA","OLA","O LA/ORG",,,,1,1,1,"*"
"2009","C","LAA","SP","SAN PEDRO",31.23,.36,24930.2,7,5,3,""
"2009","C","LAA","TRM","TERMINAL I",,,,12,12,2,"*"
"2009","C","MNA","CRZ","SANTA CRUZ",8.52,1.41,26466.53,34,12,4,""
"2009","C","MNA","MNT","MONTEREY",.42,1.14,1049.6,3,3,3,""
"2009","C","MNA","MOS","MOSS LNDG",28.72,1.03,65303.65,19,14,6,""
"2009","C","MRA","AVL","AVILA",,,,4,1,1,"*"
"2009","C","MRA","MRO","MORRO BAY",9.69,1.23,26268.7,50,15,13,""
"2009","C","SBA","OXN","OXNARD",,,,1,1,1,"*"
"2009","C","SBA","SB","S. BARBARA",,,,5,4,2,"*"
"2009","C","SBA","VEN","VENTURA",,,,5,1,1,"*"
"2009","C","SDA","OSD","O S DIEGO",2.71,1.12,6684.25,18,4,3,""
"2009","C","SDA","SD","SAN DIEGO",,,,3,2,2,"*"
"2009","C","SFA","ALM","ALAMEDA",,,,1,1,1,"*"
"2009","C","SFA","BKL","BERKELEY",,,,4,1,1,"*"
"2009","C","SFA","OSF","O SF/SMTEO",,,,1,1,1,"*"
"2009","C","SFA","PRN","PRINCETON",11.55,2.3,58691.17,42,14,14,""
"2009","C","SFA","SF","SF",12.47,1.09,29872.15,16,9,6,""
"2009","C","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",63.07,1.1,152282.83,,,,""
"2009","O","BRA","BRK","BROOKINGS",20.29,1.12,50204.42,22,14,13,""
"2009","O","BRA","GLD","GOLD BEACH",5.77,1.24,15787.5,8,4,3,""
"2009","O","BRA","ORF","ORFORD",12.13,1.06,28475.35,15,10,3,""
"2009","O","CBA","BDN","BANDON",,,,2,2,1,"*"
"2009","O","CBA","COS","COOS BAY",896.98,.97,1921720.31,415,139,40,""
"2009","O","CBA","FLR","FLORENCE",9.09,1.74,34888.3,11,4,5,""
"2009","O","CBA","WIN","WINCHESTER",40.08,1.19,105311.72,25,11,7,""
"2009","O","CLO","AST","ASTORIA",1184.49,1.02,2676050.44,195,71,21,""
"2009","O","CLO","GSS","GEARHART",26.08,1.12,64634.95,6,5,4,""
"2009","O","NPA","DPO","DEPOE BAY",2.88,1.26,7983.5,12,5,6,""
"2009","O","NPA","NEW","NEWPORT",2272.55,1.01,5063958.93,569,195,50,""
"2009","O","TLA","PCC","PACIFIC",4.47,1.05,10394.8,15,8,6,""
"2009","O","TLA","TLL","TLMK/GRBLD",97.54,.96,205604.95,103,32,5,""
"2009","O","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",,,,,,,"*"
"2009","W","CLW","LWC","ILWCO/CHNK",2949.22,1.04,6760087.79,369,148,7,""
"2009","W","CWA","GRH","GRAYS HRBR",,,,5,2,2,"*"
"2009","W","CWA","WLB","WILLAPA",,,,2,2,1,"*"
"2009","W","CWA","WPT","WESTPORT",4182.44,.99,9148809.08,430,113,19,""
"2009","W","NPS","ANA","ANACORTES",,,,1,1,1,"*"
"2009","W","NPS","BLL","BELLINGHAM",152.05,1.12,376344.43,7,6,3,""
"2009","W","NPS","NEA","NEAH BAY",5.7,1.1,13790.25,6,6,5,""
"2009","W","NPS","PAG","PT ANGELES",,,,1,1,1,"*"
"2009","W","NPS","TNS","TOWNSEND",,,,3,2,2,"*"
"2009","W","SPS","OLY","OLYMPIA",,,,6,4,1,"*"
"2009","W","SPS","SEA","SEATTLE",,,,2,1,1,"*"
"2009","W","SPS","SHL","SHELTON",,,,2,1,1,"*"
"2009","W","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",35.69,1.16,91012.65,,,,""
"2010","C","BDA","BDG","BODEGA BAY",8.61,1.1,20861.6,8,5,3,""
"2010","C","BGA","BRG","FORT BRAGG",72.56,1.23,196439.93,45,11,8,""
"2010","C","CCA","CRS","CRESCENT",135.1,1,299137.25,54,21,10,""
"2010","C","ERA","ERK","EUREKA",301.72,1.1,731101.54,97,26,13,""
"2010","C","LAA","SP","SAN PEDRO",,,,3,2,1,"*"
"2010","C","LAA","TRM","TERMINAL I",,,,11,11,2,"*"
"2010","C","MNA","CRZ","SANTA CRUZ",5.92,1.67,21776.32,24,8,4,""
"2010","C","MNA","MOS","MOSS LNDG",21.26,1.01,47220.93,11,11,5,""
"2010","C","MRA","AVL","AVILA",1.23,1.22,3304.75,16,8,3,""
"2010","C","MRA","MRO","MORRO BAY",16.56,1.02,37244.68,48,26,10,""
"2010","C","SBA","OXN","OXNARD",,,,1,1,1,"*"
"2010","C","SBA","SB","S. BARBARA",,,,5,5,2,"*"
"2010","C","SBA","VEN","VENTURA",,,,9,1,1,"*"
"2010","C","SDA","OSD","O S DIEGO",,,,5,4,2,"*"
"2010","C","SDA","SD","SAN DIEGO",2.36,1.34,6975.68,5,3,4,""
"2010","C","SFA","BKL","BERKELEY",,,,1,1,1,"*"
"2010","C","SFA","PRN","PRINCETON",7.9,1.88,32666.9,19,8,10,""
"2010","C","SFA","SF","SF",6.93,1.05,16110.5,7,7,4,""
"2010","C","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",162.21,1.02,366349.04,,,,""
"2010","O","BRA","BRK","BROOKINGS",26.98,1.04,61761,11,6,5,""
"2010","O","BRA","GLD","GOLD BEACH",,,,4,3,2,"*"
"2010","O","BRA","ORF","ORFORD",6.52,1.27,18253.3,8,4,3,""
"2010","O","CBA","BDN","BANDON",,,,2,1,1,"*"
"2010","O","CBA","COS","COOS BAY",799.06,1.12,1971869.63,282,128,38,""
"2010","O","CBA","FLR","FLORENCE",11.24,1.93,47915,14,6,5,""
"2010","O","CBA","WIN","WINCHESTER",27.5,1.47,88987.66,12,6,6,""
"2010","O","CLO","AST","ASTORIA",1994.71,1.23,5420715.27,231,93,17,""
"2010","O","NPA","DPO","DEPOE BAY",6.58,1.21,17594.16,19,4,7,""
"2010","O","NPA","NEW","NEWPORT",1877.18,1.1,4550838.23,624,196,44,""
"2010","O","TLA","PCC","PACIFIC",2.57,1.24,7040.45,20,11,8,""
"2010","O","TLA","TLL","TLMK/GRBLD",98.88,1.04,226333.2,151,46,10,""
"2010","O","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",3.24,1.79,12773,,,,""
"2010","W","CLW","LWC","ILWCO/CHNK",2434.57,1.2,6452990.02,348,141,6,""
"2010","W","CLW","OCR","O COL WA",,,,1,1,1,"*"
"2010","W","CWA","GRH","GRAYS HRBR",,,,4,1,1,"*"
"2010","W","CWA","LAP","LA PUSH",,,,1,1,1,"*"
"2010","W","CWA","WPT","WESTPORT",3267.3,1.02,7315984.28,306,91,16,""
"2010","W","NPS","ANA","ANACORTES",,,,1,1,1,"*"
"2010","W","NPS","BLL","BELLINGHAM",220.33,1.35,656135.35,10,8,3,""
"2010","W","NPS","NEA","NEAH BAY",,,,3,3,2,"*"
"2010","W","NPS","PAG","PT ANGELES",,,,2,1,1,"*"
"2010","W","NPS","TNS","TOWNSEND",,,,2,2,2,"*"
"2010","W","SPS","OLY","OLYMPIA",,,,4,4,1,"*"
"2010","W","SPS","SEA","SEATTLE",,,,4,2,2,"*"
"2010","W","SPS","SHL","SHELTON",,,,1,1,1,"*"
"2010","W","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",56.58,1.2,149720.35,,,,""
"2011","C","BDA","BDG","BODEGA BAY",,,,5,5,1,"*"
"2011","C","BGA","ARE","PNT ARENA",,,,1,1,1,"*"
"2011","C","BGA","BRG","FORT BRAGG",11.31,1.89,46986.15,32,20,12,""
"2011","C","CCA","CRS","CRESCENT",111.11,1.37,335367.99,43,21,8,""
"2011","C","ERA","ERK","EUREKA",54.94,1.7,205784.45,43,29,8,""
"2011","C","LAA","TRM","TERMINAL I",,,,7,7,1,"*"
"2011","C","MNA","CRZ","SANTA CRUZ",4.33,1.85,17636.3,24,11,6,""
"2011","C","MNA","MNT","MONTEREY",.83,1.88,3441.15,5,5,5,""
"2011","C","MNA","MOS","MOSS LNDG",75.8,1.48,246966.2,20,12,4,""
"2011","C","MRA","AVL","AVILA",,,,5,4,2,"*"
"2011","C","MRA","MRO","MORRO BAY",18.39,1.63,66154.71,59,30,8,""
"2011","C","SBA","OXN","OXNARD",1.47,1.64,5322.75,6,3,5,""
"2011","C","SBA","SB","S. BARBARA",,,,7,4,2,"*"
"2011","C","SBA","VEN","VENTURA",,,,11,1,1,"*"
"2011","C","SDA","OSD","O S DIEGO",,,,1,1,1,"*"
"2011","C","SDA","SD","SAN DIEGO",,,,3,2,2,"*"
"2011","C","SFA","PRN","PRINCETON",10.58,2.49,58081.58,24,9,7,""
"2011","C","SFA","SF","SF",204.88,1.88,847107.35,30,20,7,""
"2011","C","SFA","SLT","SAUSALITO",,,,6,4,1,"*"
"2011","C","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",149.14,1.51,495192.95,,,,""
"2011","O","BRA","BRK","BROOKINGS",28.02,2.13,131482.1,20,14,8,""
"2011","O","BRA","GLD","GOLD BEACH",,,,4,4,2,"*"
"2011","O","BRA","ORF","ORFORD",16.93,1.51,56262.7,23,8,3,""
"2011","O","CBA","COS","COOS BAY",1072.4,1.78,4219546.57,430,138,31,""
"2011","O","CBA","FLR","FLORENCE",12.87,2.4,68234.1,18,4,5,""
"2011","O","CBA","WIN","WINCHESTER",104.07,2.12,485972.67,46,17,11,""
"2011","O","CLO","AST","ASTORIA",1420.92,2.2,6906069.8,254,101,16,""
"2011","O","NPA","DPO","DEPOE BAY",2.64,1.44,8388,13,3,4,""
"2011","O","NPA","NEW","NEWPORT",1654.7,1.82,6623776.3,656,199,48,""
"2011","O","TLA","PCC","PACIFIC",1.4,1.58,4880.75,11,6,5,""
"2011","O","TLA","TLL","TLMK/GRBLD",76.38,1.53,257431.33,140,41,5,""
"2011","O","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",,,,,,,"*"
"2011","W","CLW","LWC","ILWCO/CHNK",2153.57,1.97,9373156.12,350,127,9,""
"2011","W","CWA","GRH","GRAYS HRBR",,,,6,1,1,"*"
"2011","W","CWA","WLB","WILLAPA",12.05,1.85,49237.9,9,7,4,""
"2011","W","CWA","WPT","WESTPORT",3561.67,1.47,11573391.51,380,100,17,""
"2011","W","NPS","ANA","ANACORTES",,,,2,2,1,"*"
"2011","W","NPS","BLL","BELLINGHAM",241.11,2.03,1078531.38,16,14,3,""
"2011","W","NPS","NEA","NEAH BAY",7.2,1.82,28972.4,7,3,4,""
"2011","W","NPS","PAG","PT ANGELES",,,,3,3,1,"*"
"2011","W","NPS","TNS","TOWNSEND",,,,1,1,1,"*"
"2011","W","SPS","OLY","OLYMPIA",,,,5,1,1,"*"
"2011","W","SPS","SEA","SEATTLE",,,,2,1,1,"*"
"2011","W","WA5","OWA","UNKN WASH",,,,1,1,1,"*"
"2011","W","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",38.59,1.76,149727.4,,,,""
"2012","C","BDA","BDG","BODEGA BAY",7.77,1.76,30119.88,19,11,9,""
"2012","C","BDA","BOL","BOLINAS",,,,5,1,1,"*"
"2012","C","BGA","ARE","PNT ARENA",,,,1,1,1,"*"
"2012","C","BGA","BRG","FORT BRAGG",15.91,1.75,61509.9,26,19,12,""
"2012","C","CCA","CRS","CRESCENT",6.76,1.52,22572.2,14,6,4,""
"2012","C","ERA","ERK","EUREKA",63.26,1.76,245445.23,40,16,11,""
"2012","C","LAA","SP","SAN PEDRO",,,,4,4,2,"*"
"2012","C","LAA","TRM","TERMINAL I",,,,15,14,2,"*"
"2012","C","MNA","CRZ","SANTA CRUZ",12.91,1.89,53709.73,74,29,12,""
"2012","C","MNA","MCR","MILL CREEK",,,,1,1,1,"*"
"2012","C","MNA","MNT","MONTEREY",19.43,1.3,55499.6,52,18,5,""
"2012","C","MNA","MOS","MOSS LNDG",70.03,1.5,231340.19,65,32,7,""
"2012","C","MRA","AVL","AVILA",1.46,2.45,7898,11,6,3,""
"2012","C","MRA","MRO","MORRO BAY",24.78,1.67,91290.05,82,27,14,""
"2012","C","SBA","OXN","OXNARD",,,,1,1,1,"*"
"2012","C","SBA","SB","S. BARBARA",2.61,1.98,11410.4,9,6,3,""
"2012","C","SBA","VEN","VENTURA",,,,10,2,2,"*"
"2012","C","SDA","SD","SAN DIEGO",,,,1,1,1,"*"
"2012","C","SFA","BKL","BERKELEY",,,,4,3,2,"*"
"2012","C","SFA","OSF","O SF/SMTEO",,,,1,1,1,"*"
"2012","C","SFA","PRN","PRINCETON",24.92,2.32,127512.24,60,20,15,""
"2012","C","SFA","RCH","RICHMOND",,,,2,1,1,"*"
"2012","C","SFA","SF","SF",28.67,1.92,121522.35,29,17,8,""
"2012","C","SFA","SLT","SAUSALITO",,,,5,3,1,"*"
"2012","C","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",370.82,1.42,1159299.39,,,,""
"2012","O","BRA","BRK","BROOKINGS",36.36,1.55,124572.08,13,3,3,""
"2012","O","BRA","GLD","GOLD BEACH",,,,2,2,2,"*"
"2012","O","BRA","ORF","ORFORD",,,,16,10,2,"*"
"2012","O","CBA","BDN","BANDON",,,,4,1,1,"*"
"2012","O","CBA","COS","COOS BAY",1015.66,1.46,3264510.54,341,133,30,""
"2012","O","CBA","FLR","FLORENCE",13.55,2.36,70402.75,19,5,6,""
"2012","O","CBA","WIN","WINCHESTER",79.38,1.78,311990.31,30,14,13,""
"2012","O","CLO","AST","ASTORIA",912.14,1.59,3191128.74,184,72,14,""
"2012","O","CLO","GSS","GEARHART",3.14,1.74,12089.95,8,5,3,""
"2012","O","NPA","DPO","DEPOE BAY",1.86,1.52,6211.6,11,6,6,""
"2012","O","NPA","NEW","NEWPORT",2294.76,1.53,7735459.41,730,218,51,""
"2012","O","TLA","PCC","PACIFIC",17.22,1.47,55765.45,59,20,10,""
"2012","O","TLA","TLL","TLMK/GRBLD",113.15,1.37,341256.05,204,52,11,""
"2012","O","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",20.59,1.19,54131.15,,,,""
"2012","W","CLW","LWC","ILWCO/CHNK",2948.03,1.57,10221806.2,556,172,8,""
"2012","W","CWA","GRH","GRAYS HRBR",,,,4,1,1,"*"
"2012","W","CWA","LAP","LA PUSH",,,,9,6,1,"*"
"2012","W","CWA","OWC","O WA COAST",,,,11,9,2,"*"
"2012","W","CWA","WLB","WILLAPA",12.67,1.25,34862.15,9,4,3,""
"2012","W","CWA","WPT","WESTPORT",5463.76,1.42,17081090.51,598,148,16,""
"2012","W","NPS","ANA","ANACORTES",,,,2,1,1,"*"
"2012","W","NPS","BLL","BELLINGHAM",275.61,1.43,870178.92,28,18,5,""
"2012","W","NPS","NEA","NEAH BAY",11.66,1.31,33658.45,22,13,6,""
"2012","W","NPS","PAG","PT ANGELES",,,,1,1,1,"*"
"2012","W","NPS","TNS","TOWNSEND",,,,1,1,1,"*"
"2012","W","SPS","EVR","EVERETT",,,,1,1,1,"*"
"2012","W","SPS","OLY","OLYMPIA",,,,9,7,1,"*"
"2012","W","SPS","SEA","SEATTLE",,,,4,2,2,"*"
"2012","W","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",66.43,1.52,222775.61,,,,""
"2013","C","BDA","BDG","BODEGA BAY",6.91,1.8,27443.53,16,11,7,""
"2013","C","BDA","BOL","BOLINAS",,,,3,1,1,"*"
"2013","C","BDA","OSM","O SNMA/MRN",,,,1,1,1,"*"
"2013","C","BGA","BRG","FORT BRAGG",27.91,1.62,99607.67,41,22,13,""
"2013","C","CA2","OCA","OTHER CAL",,,,1,1,0,"*"
"2013","C","CCA","CRS","CRESCENT",58.63,1.26,163099.5,25,10,5,""
"2013","C","ERA","ERK","EUREKA",42.77,1.58,148717.45,66,15,11,""
"2013","C","ERA","OHB","O HUMBOLDT",,,,4,2,2,"*"
"2013","C","LAA","SP","SAN PEDRO",,,,2,1,1,"*"
"2013","C","LAA","TRM","TERMINAL I",,,,10,10,1,"*"
"2013","C","MNA","CRZ","SANTA CRUZ",6.65,2.2,32241.21,34,11,8,""
"2013","C","MNA","MCR","MILL CREEK",,,,1,1,1,"*"
"2013","C","MNA","MNT","MONTEREY",.44,1.78,1717.5,5,5,4,""
"2013","C","MNA","MOS","MOSS LNDG",36.1,1.7,135221.53,19,15,3,""
"2013","C","MRA","AVL","AVILA",,,,1,1,1,"*"
"2013","C","MRA","MRO","MORRO BAY",9.14,2.09,42179.65,24,11,7,""
"2013","C","SBA","OXN","OXNARD",,,,2,1,3,"*"
"2013","C","SBA","SB","S. BARBARA",,,,6,4,2,"*"
"2013","C","SBA","VEN","VENTURA",,,,8,2,2,"*"
"2013","C","SDA","SD","SAN DIEGO",.36,1.87,1463,3,3,3,""
"2013","C","SFA","BKL","BERKELEY",.76,2.88,4839.84,6,3,3,""
"2013","C","SFA","PRN","PRINCETON",17.74,2.53,98750.17,45,13,12,""
"2013","C","SFA","RCH","RICHMOND",,,,1,1,1,"*"
"2013","C","SFA","SF","SF",30.06,1.51,100395.35,40,25,11,""
"2013","C","SFA","SLT","SAUSALITO",,,,3,2,1,"*"
"2013","C","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",86.52,1.28,244575.91,,,,""
"2013","O","BRA","BRK","BROOKINGS",114.72,1.41,356630.53,22,10,5,""
"2013","O","BRA","GLD","GOLD BEACH",,,,1,1,1,"*"
"2013","O","BRA","ORF","ORFORD",9.58,1.38,29136.25,9,5,5,""
"2013","O","CBA","BDN","BANDON",,,,4,3,2,"*"
"2013","O","CBA","COS","COOS BAY",871.41,1.53,2940612.99,263,105,23,""
"2013","O","CBA","FLR","FLORENCE",8.62,2.45,46488.75,12,6,5,""
"2013","O","CBA","WIN","WINCHESTER",90.26,1.92,382549.02,13,9,8,""
"2013","O","CLO","AST","ASTORIA",1173.86,1.68,4346094.78,227,89,21,""
"2013","O","CLO","GSS","GEARHART",,,,6,4,1,"*"
"2013","O","NPA","DPO","DEPOE BAY",,,,1,1,1,"*"
"2013","O","NPA","NEW","NEWPORT",2236.53,1.54,7615956.44,568,190,47,""
"2013","O","TLA","PCC","PACIFIC",1.78,1.39,5429.2,7,7,3,""
"2013","O","TLA","TLL","TLMK/GRBLD",116.71,1.33,341365.05,155,51,10,""
"2013","O","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",7.12,1.33,20896.5,,,,""
"2013","W","CLW","LWC","ILWCO/CHNK",2411.63,1.68,8911688.94,427,137,13,""
"2013","W","CWA","GRH","GRAYS HRBR",,,,4,1,1,"*"
"2013","W","CWA","LAP","LA PUSH",,,,20,9,1,"*"
"2013","W","CWA","OWC","O WA COAST",,,,19,10,2,"*"
"2013","W","CWA","WLB","WILLAPA",,,,4,2,2,"*"
"2013","W","CWA","WPT","WESTPORT",5197.46,1.28,14702522.94,460,133,18,""
"2013","W","NPS","ANA","ANACORTES",,,,1,1,1,"*"
"2013","W","NPS","BLL","BELLINGHAM",265.19,1.32,771284.32,33,19,4,""
"2013","W","NPS","NEA","NEAH BAY",6.11,1.29,17430.6,10,6,4,""
"2013","W","NPS","PAG","PT ANGELES",5.49,1.89,22865.5,4,3,3,""
"2013","W","NPS","TNS","TOWNSEND",,,,1,1,1,"*"
"2013","W","SPS","OLY","OLYMPIA",,,,15,3,1,"*"
"2013","W","SPS","SEA","SEATTLE",,,,1,1,1,"*"
"2013","W","WA5","OWA","UNKN WASH",,,,1,1,1,"*"
"2013","W","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",91.68,1.58,319259.34,,,,""
"2014","C","BDA","BDG","BODEGA BAY",,,,5,1,1,"*"
"2014","C","BGA","BRG","FORT BRAGG",6.76,1.79,26692,6,3,4,""
"2014","C","CCA","CRS","CRESCENT",55.76,1.26,154330.75,21,10,8,""
"2014","C","ERA","ERK","EUREKA",34.26,2.03,153063.77,143,11,13,""
"2014","C","LAA","SP","SAN PEDRO",,,,7,5,2,"*"
"2014","C","LAA","TRM","TERMINAL I",,,,6,6,1,"*"
"2014","C","MNA","CRZ","SANTA CRUZ",,,,1,1,1,"*"
"2014","C","MNA","MOS","MOSS LNDG",41.37,.34,30920.92,29,5,5,""
"2014","C","MRA","MRO","MORRO BAY",8.83,2.01,39065.35,17,7,6,""
"2014","C","SBA","OXN","OXNARD",,,,1,1,1,"*"
"2014","C","SBA","SB","S. BARBARA",,,,1,1,2,"*"
"2014","C","SBA","VEN","VENTURA",,,,11,1,1,"*"
"2014","C","SDA","OSD","O S DIEGO",,,,1,1,1,"*"
"2014","C","SDA","SD","SAN DIEGO",,,,2,2,2,"*"
"2014","C","SFA","PRN","PRINCETON",10.05,2.25,49950.95,21,5,6,""
"2014","C","SFA","RCH","RICHMOND",,,,1,1,1,"*"
"2014","C","SFA","SF","SF",,,,17,8,2,"*"
"2014","C","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",50.68,1.23,137861.35,,,,""
"2014","O","BRA","BRK","BROOKINGS",78.95,1.3,225937.1,21,13,10,""
"2014","O","BRA","GLD","GOLD BEACH",,,,2,2,2,"*"
"2014","O","BRA","ORF","ORFORD",8.32,1.45,26549.2,12,6,4,""
"2014","O","CBA","BDN","BANDON",,,,2,2,2,"*"
"2014","O","CBA","COS","COOS BAY",1105.18,1.23,3002296.98,336,139,35,""
"2014","O","CBA","FLR","FLORENCE",8.65,2.79,53275.3,8,3,4,""
"2014","O","CBA","WIN","WINCHESTER",44.6,1.43,140449.6,14,10,10,""
"2014","O","CLO","AST","ASTORIA",1240.85,1.25,3423755.61,203,86,16,""
"2014","O","NPA","DPO","DEPOE BAY",2.23,1.49,7297.4,11,4,3,""
"2014","O","NPA","NEW","NEWPORT",1389.62,1.25,3823106.61,432,145,42,""
"2014","O","TLA","PCC","PACIFIC",3.85,1.51,12786.85,20,8,8,""
"2014","O","TLA","TLL","TLMK/GRBLD",92.73,1.46,298693.48,147,49,14,""
"2014","O","XXX SUBTOTAL","","WITHHELD FOR CONFIDENTIALITY**",2.64,1.45,8438.5,,,,""
"2014","W","CLW","LWC","ILWCO/CHNK",2226.62,1.24,6108380.69,399,150,9,""
"2014","W","CLW","OCR","O COL WA",,,,34,4,2,"*"
"2014","W","CWA","GRH","GRAYS HRBR",,,,5,2,2,"*"
"2014","W","CWA","LAP","LA PUSH",,,,6,2,2,"*"
"2014","W","CWA","OWC","O WA COAST",,,,22,7,2,"*"
"2014","W","CWA","WLB","WILLAPA",,,,6,4,2,"*"
"2014","W","CWA","WPT","WESTPORT",5472.12,1.15,13827105.52,552,163,18,""
